t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.64,0.02,0.16,0.00
0.25,106.55,0.02,0.16,0.17
0.50,106.20,0.16,0.16,0.27
0.75,106.20,0.16,0.16,0.27
1.00,103.72,94.67,0.16,0.27
1.25,97.90,94.67,0.16,0.27
1.51,92.13,94.67,0.16,0.27
1.76,86.66,94.67,0.16,0.27
2.01,81.20,94.67,0.16,0.27
2.26,75.76,94.67,0.16,0.27
2.51,70.33,94.67,0.16,0.27
2.76,64.87,94.67,0.16,0.27
3.01,59.41,94.67,0.16,0.27
3.26,53.96,94.67,0.16,0.27
3.51,48.51,94.67,0.16,0.27
3.76,43.06,94.67,0.16,0.27
4.01,37.48,94.67,0.16,0.27
4.26,32.06,94.67,0.16,0.27
4.51,26.62,94.67,0.16,0.27
4.76,21.20,94.67,0.16,0.27
5.01,15.82,94.67,0.16,0.27
5.27,11.55,94.67,0.16,0.27
5.52,11.14,94.67,0.17,0.65
5.77,11.10,94.67,0.17,0.65
6.02,10.75,94.67,0.17,0.65
6.27,10.82,94.67,0.17,0.65
6.52,11.16,94.67,0.17,0.65
6.77,11.15,94.67,0.17,0.65
7.02,11.14,94.67,0.17,0.66
7.27,11.13,94.67,0.17,0.66
7.52,11.11,94.67,0.17,0.67
7.77,11.12,94.67,0.17,0.67
8.02,11.12,94.67,0.17,0.67
8.27,11.10,94.67,0.17,0.67
8.52,11.10,94.67,0.17,0.67
8.77,11.10,94.67,0.17,0.67
9.02,11.10,94.67,0.17,0.67
9.28,11.09,94.67,0.17,0.67
9.53,11.08,94.67,0.17,0.67
9.78,11.09,94.67,0.17,0.67
10.03,11.08,94.67,0.17,0.67
10.28,11.08,94.67,0.17,0.68
10.53,11.08,94.67,0.17,0.68
10.78,11.14,94.67,0.17,0.68
11.03,11.14,94.67,0.17,0.68
11.28,11.14,94.67,0.17,0.68
11.53,11.09,94.67,0.17,0.68
11.78,11.11,94.67,0.17,0.68
12.03,11.12,94.67,0.17,0.68
12.28,11.13,94.67,0.17,0.68
12.53,11.14,94.67,0.17,0.68
