t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,105.54,0.02,0.16,0.00
0.25,105.44,0.02,0.16,0.17
0.50,105.10,0.16,0.16,0.27
0.75,105.10,0.16,0.16,0.27
1.00,101.63,90.70,0.16,0.27
1.25,95.84,90.70,0.16,0.27
1.50,90.06,90.70,0.16,0.27
1.75,84.62,90.70,0.16,0.27
2.00,79.19,90.70,0.16,0.27
2.25,73.78,90.70,0.16,0.27
2.50,68.27,90.70,0.16,0.27
2.76,62.68,90.70,0.16,0.27
3.01,57.23,90.70,0.16,0.27
3.26,51.79,90.70,0.16,0.27
3.51,46.36,90.70,0.16,0.27
3.76,40.92,90.70,0.16,0.27
4.01,35.48,90.70,0.16,0.27
4.26,30.03,90.70,0.16,0.27
4.51,24.42,90.70,0.16,0.27
4.76,19.01,90.70,0.16,0.27
5.01,14.21,90.70,0.16,0.27
5.26,13.83,90.70,0.17,0.65
5.51,13.87,90.70,0.17,0.65
5.76,13.91,90.70,0.17,0.65
6.01,13.56,90.70,0.17,0.65
6.26,13.64,90.70,0.17,0.65
6.51,14.07,90.70,0.17,0.65
6.77,14.03,90.70,0.17,0.65
7.02,14.04,90.70,0.17,0.65
7.27,14.06,90.70,0.17,0.65
7.52,14.01,90.70,0.17,0.65
7.77,14.06,90.70,0.17,0.65
8.02,14.04,90.70,0.17,0.65
8.27,14.05,90.70,0.17,0.65
8.52,14.00,90.70,0.17,0.65
8.77,13.98,90.70,0.17,0.65
9.02,14.03,90.70,0.17,0.65
9.27,14.00,90.70,0.17,0.65
9.52,13.97,90.70,0.17,0.65
9.77,14.04,90.70,0.17,0.65
10.02,14.01,90.70,0.17,0.65
10.27,14.02,90.70,0.17,0.65
10.52,14.02,90.70,0.17,0.65
10.78,14.03,90.70,0.17,0.66
11.03,13.98,90.70,0.17,0.66
11.28,13.98,90.70,0.17,0.66
11.53,13.98,90.70,0.17,0.66
11.78,13.97,90.70,0.17,0.66
12.03,13.92,90.70,0.17,0.66
12.28,13.95,90.70,0.17,0.66
12.53,14.00,90.70,0.17,0.66
12.78,13.99,90.70,0.17,0.66
13.03,14.01,90.70,0.17,0.66
13.28,13.97,90.70,0.17,0.66
13.53,14.01,90.70,0.17,0.66
13.78,14.01,90.70,0.17,0.66
14.03,14.07,90.70,0.17,0.66
14.28,14.05,90.70,0.17,0.66
14.53,14.03,90.70,0.17,0.66
14.78,14.03,90.70,0.17,0.66
15.04,14.01,90.70,0.17,0.66
