t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.28,0.02,0.16,0.00
0.25,106.17,0.02,0.16,0.14
0.50,104.25,1.87,0.16,0.24
0.75,105.79,0.16,0.16,0.27
1.00,105.60,90.70,0.16,0.27
1.25,99.73,90.70,0.16,0.27
1.50,93.94,90.70,0.16,0.27
1.76,88.36,90.70,0.16,0.27
2.01,82.93,90.70,0.16,0.27
2.26,77.49,90.70,0.16,0.27
2.51,72.05,90.70,0.16,0.27
2.76,66.61,90.70,0.16,0.27
3.01,60.97,90.70,0.16,0.27
3.26,55.55,90.70,0.16,0.27
3.51,50.12,90.70,0.16,0.27
3.76,44.70,90.70,0.16,0.27
4.01,39.26,90.70,0.16,0.27
4.26,33.31,90.70,0.16,0.27
4.51,27.91,90.70,0.16,0.27
4.76,22.53,90.70,0.16,0.27
5.01,17.08,90.70,0.16,0.27
5.27,14.70,90.70,0.18,0.60
5.52,14.66,90.70,0.18,0.65
5.77,14.65,90.70,0.18,0.65
6.02,14.64,90.70,0.18,0.65
6.27,14.63,90.70,0.18,0.65
6.52,14.62,90.70,0.18,0.65
6.77,14.72,90.70,0.18,0.65
7.02,14.67,90.70,0.18,0.65
7.27,14.73,90.70,0.18,0.65
7.52,14.70,90.70,0.18,0.65
7.77,14.69,90.70,0.18,0.65
8.02,14.66,90.70,0.18,0.65
8.27,14.63,90.70,0.18,0.65
8.52,14.67,90.70,0.18,0.65
8.77,14.65,90.70,0.18,0.65
9.02,14.69,90.70,0.18,0.65
9.28,14.69,90.70,0.18,0.65
9.53,14.69,90.70,0.18,0.65
9.78,14.61,90.70,0.18,0.65
10.03,14.62,90.70,0.18,0.65
10.28,14.58,90.70,0.18,0.65
10.53,14.66,90.70,0.18,0.65
10.78,14.64,90.70,0.18,0.65
11.03,14.64,90.70,0.18,0.66
11.28,14.63,90.70,0.18,0.66
11.53,14.60,90.70,0.18,0.66
11.78,14.64,90.70,0.18,0.66
12.03,14.62,90.70,0.18,0.66
12.28,14.64,90.70,0.18,0.66
12.53,14.66,90.70,0.18,0.66
12.78,14.61,90.70,0.18,0.66
13.03,14.65,90.70,0.18,0.66
13.28,14.61,90.70,0.18,0.66
13.53,14.61,90.70,0.18,0.66
13.79,14.57,90.70,0.18,0.66
14.04,14.60,90.70,0.18,0.66
14.29,14.57,90.70,0.18,0.66
14.54,14.55,90.70,0.18,0.66
14.79,14.59,90.70,0.18,0.66
15.04,14.58,90.70,0.18,0.66
15.29,14.55,90.70,0.18,0.66
15.54,14.54,90.70,0.18,0.66
15.79,14.57,90.70,0.18,0.66
16.04,14.57,90.70,0.18,0.66
16.29,14.59,90.70,0.18,0.66
16.54,14.58,90.70,0.18,0.66
16.79,14.57,90.70,0.18,0.66
17.04,14.57,90.70,0.18,0.66
17.29,14.55,90.70,0.18,0.66
17.54,14.57,90.70,0.18,0.66
17.80,14.54,90.70,0.18,0.66
18.05,14.54,90.70,0.18,0.66
18.30,14.54,90.70,0.18,0.67
18.55,14.56,90.70,0.18,0.67
18.80,14.53,90.70,0.18,0.67
19.05,14.51,90.70,0.18,0.67
19.30,14.50,90.70,0.18,0.67
19.55,14.51,90.70,0.18,0.67
19.80,14.45,90.70,0.18,0.67
20.05,14.50,90.70,0.18,0.67
20.30,14.56,90.70,0.18,0.67
20.55,14.52,90.70,0.18,0.67
20.80,14.52,90.70,0.18,0.67
21.05,14.54,90.70,0.18,0.67
21.30,14.54,90.70,0.18,0.67
21.55,14.49,90.70,0.18,0.67
21.81,14.50,90.70,0.18,0.68
22.06,14.48,90.70,0.18,0.68
22.31,14.50,90.70,0.18,0.68
22.56,14.51,90.70,0.18,0.68
22.81,14.51,90.70,0.18,0.68
23.06,14.48,90.70,0.18,0.68
23.31,14.48,90.70,0.18,0.68
23.56,14.44,90.70,0.18,0.68
23.81,14.49,90.70,0.18,0.68
24.06,14.43,90.70,0.18,0.68
24.31,14.43,90.70,0.18,0.68
24.56,14.41,90.70,0.18,0.68
24.81,14.44,90.70,0.18,0.68
25.06,14.44,90.70,0.18,0.68
25.32,14.42,90.70,0.18,0.68
25.57,14.42,90.70,0.18,0.68
25.82,14.42,90.70,0.18,0.68
26.07,14.41,90.70,0.18,0.68
26.32,14.40,90.70,0.18,0.68
26.57,14.35,90.70,0.18,0.68
26.82,14.36,90.70,0.18,0.68
27.07,14.41,90.70,0.18,0.68
27.32,14.41,90.70,0.18,0.68
27.57,14.41,90.70,0.18,0.68
27.82,14.40,90.70,0.18,0.68
28.07,14.42,90.70,0.18,0.68
28.32,14.43,90.70,0.18,0.68
28.57,14.42,90.70,0.18,0.68
28.82,14.39,90.70,0.18,0.68
29.08,14.38,90.70,0.18,0.68
29.33,14.38,90.70,0.18,0.68
29.58,14.38,90.70,0.18,0.68
29.83,14.39,90.70,0.18,0.69
30.08,14.44,90.70,0.18,0.69
30.33,14.41,90.70,0.18,0.69
30.58,14.39,90.70,0.18,0.69
30.83,14.39,90.70,0.18,0.69
31.08,14.37,90.70,0.18,0.69
31.33,14.38,90.70,0.18,0.69
31.58,14.36,90.70,0.18,0.69
31.83,14.39,90.70,0.18,0.69
32.08,14.34,90.70,0.18,0.69
32.33,14.40,90.70,0.18,0.69
32.58,14.35,90.70,0.18,0.69
32.84,14.40,90.70,0.18,0.69
33.09,14.35,90.70,0.18,0.69
33.34,14.35,90.70,0.18,0.69
33.59,14.36,90.70,0.18,0.69
33.84,14.33,90.70,0.18,0.69
34.09,14.31,90.70,0.18,0.69
34.34,14.30,90.70,0.18,0.69
34.59,14.29,90.70,0.18,0.69
34.84,14.31,90.70,0.18,0.69
35.09,14.33,90.70,0.18,0.69
35.34,14.30,90.70,0.18,0.69
35.59,14.33,90.70,0.18,0.69
35.84,14.29,90.70,0.18,0.69
36.09,14.29,90.70,0.18,0.69
36.34,14.28,90.70,0.18,0.69
36.59,14.28,90.70,0.18,0.69
36.84,14.32,90.70,0.18,0.69
37.09,14.32,90.70,0.18,0.69
37.35,14.30,90.70,0.18,0.69
37.60,14.30,90.70,0.18,0.69
37.85,14.33,90.70,0.18,0.69
38.10,14.31,90.70,0.18,0.69
38.35,14.31,90.70,0.18,0.69
38.60,14.31,90.70,0.18,0.69
38.85,14.28,90.70,0.18,0.70
39.10,14.25,90.70,0.18,0.70
39.35,14.25,90.70,0.18,0.70
39.60,14.25,90.70,0.18,0.70
39.85,14.24,90.70,0.18,0.70
40.10,14.25,90.70,0.18,0.70
40.35,14.23,90.70,0.18,0.70
40.60,14.27,90.70,0.18,0.70
40.85,14.21,90.70,0.18,0.70
41.10,14.23,90.70,0.18,0.70
41.36,14.25,90.70,0.18,0.70
41.61,14.21,90.70,0.18,0.70
41.86,14.26,90.70,0.18,0.70
42.11,14.24,90.70,0.18,0.70
42.36,14.24,90.70,0.18,0.70
42.61,14.20,90.70,0.18,0.70
42.86,14.15,90.70,0.18,0.70
43.11,14.15,90.70,0.18,0.70
43.36,14.15,90.70,0.18,0.70
43.61,14.13,90.70,0.18,0.72
43.86,14.13,90.70,0.18,0.72
44.11,14.14,90.70,0.18,0.72
44.36,14.13,90.70,0.18,0.72
