t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,103.74,0.02,0.16,0.00
0.25,103.64,0.02,0.16,0.16
0.50,103.29,0.16,0.16,0.27
0.75,102.77,92.07,0.16,0.27
1.00,97.06,92.07,0.16,0.27
1.25,91.60,92.07,0.16,0.27
1.50,86.16,92.07,0.16,0.27
1.75,80.69,92.07,0.16,0.27
2.01,75.27,92.07,0.16,0.27
2.26,69.70,92.07,0.16,0.27
2.51,64.25,92.07,0.16,0.27
2.76,58.69,92.07,0.16,0.27
3.01,52.93,92.07,0.16,0.27
3.26,47.45,92.07,0.16,0.27
3.51,42.00,92.07,0.16,0.27
3.76,36.54,92.07,0.16,0.27
4.01,31.20,92.07,0.16,0.27
4.26,25.77,92.07,0.16,0.27
4.51,21.78,92.07,0.16,0.27
4.76,17.58,92.07,0.16,0.27
5.01,13.83,92.07,0.16,0.27
5.26,12.02,92.07,0.20,0.27
5.51,11.72,92.07,0.20,0.65
5.77,11.71,92.07,0.20,0.65
6.02,11.70,92.07,0.20,0.65
6.27,11.69,92.07,0.20,0.65
6.52,11.75,92.07,0.20,0.65
6.77,11.72,92.07,0.20,0.65
7.02,11.72,92.07,0.20,0.65
7.27,11.73,92.07,0.20,0.65
7.52,11.70,92.07,0.20,0.65
7.77,11.71,92.07,0.20,0.65
8.02,11.71,92.07,0.20,0.65
8.27,11.72,92.07,0.20,0.65
8.52,11.70,92.07,0.20,0.65
8.77,11.76,92.07,0.20,0.65
9.02,11.77,92.07,0.20,0.66
9.27,11.75,92.07,0.20,0.66
9.52,11.77,92.07,0.20,0.66
9.77,11.85,92.07,0.20,0.66
10.03,11.99,92.07,0.20,0.66
10.28,12.29,92.07,0.20,0.66
10.53,12.26,92.07,0.20,0.66
10.78,12.28,92.07,0.20,0.66
11.03,12.29,92.07,0.20,0.66
11.28,12.29,92.07,0.20,0.67
11.53,12.31,92.07,0.20,0.67
11.78,12.24,92.07,0.20,0.67
12.03,12.26,92.07,0.20,0.65
12.28,12.25,92.07,0.20,0.65
12.53,12.24,92.07,0.20,0.65
12.78,12.25,92.07,0.20,0.65
13.03,12.26,92.07,0.20,0.65
13.28,12.25,92.07,0.20,0.66
13.53,12.30,92.07,0.20,0.66
13.79,12.24,92.07,0.20,0.66
14.04,12.26,92.07,0.20,0.66
14.29,12.26,92.07,0.20,0.66
14.54,12.26,92.07,0.20,0.66
14.79,12.28,92.07,0.20,0.66
15.04,11.95,92.07,0.20,0.66
15.29,12.85,92.07,0.20,0.66
15.54,13.30,92.07,0.20,0.66
15.79,13.41,92.07,0.20,0.66
16.04,13.39,92.07,0.20,0.66
16.29,13.41,92.07,0.20,0.66
16.54,13.43,92.07,0.20,0.66
16.79,13.43,92.07,0.20,0.66
17.04,13.42,92.07,0.20,0.66
17.29,13.41,92.07,0.20,0.67
17.54,13.41,92.07,0.20,0.67
17.79,13.41,92.07,0.20,0.67
18.05,13.39,92.07,0.20,0.67
18.30,13.41,92.07,0.20,0.67
18.55,13.41,92.07,0.20,0.67
18.80,13.40,92.07,0.20,0.67
19.05,13.41,92.07,0.20,0.67
19.30,13.40,92.07,0.20,0.67
19.55,13.38,92.07,0.20,0.67
19.80,13.38,92.07,0.20,0.67
20.05,13.36,92.07,0.20,0.67
20.30,13.34,92.07,0.20,0.67
20.55,13.36,92.07,0.20,0.67
20.80,13.35,92.07,0.20,0.67
21.05,13.35,92.07,0.20,0.67
